Number,Name,Types,Species,Legendary,Mythical,Generation,Sprite,Description, Aliases,False
644,Zekrom,Electric|Dragon,Deep Black,True,False,5,https://pokeres.bastionbot.org/images/pokemon/644.png,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",,False
645,LandorusIncarnate Forme,Flying|Ground,Abundance,True,False,5,https://pokeres.bastionbot.org/images/pokemon/645-incarnate.png,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,,False
645,LandorusTherian Forme,Flying|Ground,Abundance,True,False,5,https://pokeres.bastionbot.org/images/pokemon/645-incarnate.png,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,,False
646,Kyurem,Ice|Dragon,Kyurem,True,False,5,https://pokeres.bastionbot.org/images/pokemon/646.png,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",,False
646,KyuremBlack Kyurem,Ice|Dragon,Kyurem,True,False,5,https://pokeres.bastionbot.org/images/pokemon/646.png,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",,False
646,KyuremWhite Kyurem,Ice|Dragon,Kyurem,True,False,5,https://pokeres.bastionbot.org/images/pokemon/646.png,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",,False
647,KeldeoOrdinary Forme,Water|Fighting,Colt,False,True,5,https://pokeres.bastionbot.org/images/pokemon/647-ordinary.png,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",,False
647,KeldeoResolute Forme,Water|Fighting,Colt,False,True,5,https://pokeres.bastionbot.org/images/pokemon/647-ordinary.png,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",,False
648,MeloettaAria Forme,Psychic|Normal,Melody,False,True,5,https://pokeres.bastionbot.org/images/pokemon/648-aria.png,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,,False
648,MeloettaPirouette Forme,Fighting|Normal,Melody,False,True,5,https://pokeres.bastionbot.org/images/pokemon/648-aria.png,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,,False
649,Genesect,Steel|Bug,Paleozoic,False,True,5,https://pokeres.bastionbot.org/images/pokemon/649.png,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",,False
650,Chespin,Grass,Spiny Nut,False,False,6,https://pokeres.bastionbot.org/images/pokemon/650.png,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",,False
651,Quilladin,Grass,Spiny Armor,False,False,6,https://pokeres.bastionbot.org/images/pokemon/651.png,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,,False
652,Chesnaught,Grass|Fighting,Spiny Armor,False,False,6,https://pokeres.bastionbot.org/images/pokemon/652.png,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,,False
653,Fennekin,Fire,Fox,False,False,6,https://pokeres.bastionbot.org/images/pokemon/653.png,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",,False
654,Braixen,Fire,Fox,False,False,6,https://pokeres.bastionbot.org/images/pokemon/654.png,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",,False
655,Delphox,Fire|Psychic,Fox,False,False,6,https://pokeres.bastionbot.org/images/pokemon/655.png,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",,False
656,Froakie,Water,Bubble Frog,False,False,6,https://pokeres.bastionbot.org/images/pokemon/656.png,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,,False
657,Frogadier,Water,Bubble Frog,False,False,6,https://pokeres.bastionbot.org/images/pokemon/657.png,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",,False
658,Greninja,Dark|Water,Ninja,False,False,6,https://pokeres.bastionbot.org/images/pokemon/658.png,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",,False
658,GreninjaAsh-Greninja,Dark|Water,Ninja,False,False,6,https://pokeres.bastionbot.org/images/pokemon/658.png,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",,False
659,Bunnelby,Normal,Digging,False,False,6,https://pokeres.bastionbot.org/images/pokemon/659.png,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,,False
660,Diggersby,Ground|Normal,Digging,False,False,6,https://pokeres.bastionbot.org/images/pokemon/660.png,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.",,False
661,Fletchling,Flying|Normal,Tiny Robin,False,False,6,https://pokeres.bastionbot.org/images/pokemon/661.png,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.,,False
662,Fletchinder,Fire|Flying,Ember,False,False,6,https://pokeres.bastionbot.org/images/pokemon/662.png,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.",,False
663,Talonflame,Fire|Flying,Scorching,False,False,6,https://pokeres.bastionbot.org/images/pokemon/663.png,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air.",,False
664,Scatterbug,Bug,Scatterdust,False,False,6,https://pokeres.bastionbot.org/images/pokemon/664.png,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.",,False
665,Spewpa,Bug,Scatterdust,False,False,6,https://pokeres.bastionbot.org/images/pokemon/665.png,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.",,False
666,Vivillon,Flying|Bug,Scale,False,False,6,https://pokeres.bastionbot.org/images/pokemon/666.png,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,,False
667,Litleo,Fire|Normal,Lion Cub,False,False,6,https://pokeres.bastionbot.org/images/pokemon/667.png,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body.",,False
668,Pyroar,Fire|Normal,Royal,False,False,6,https://pokeres.bastionbot.org/images/pokemon/668.png,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.",,False
669,Flabébé,Fairy,Single Bloom,False,False,6,https://pokeres.bastionbot.org/images/pokemon/669.png,It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.,,False
670,Floette,Fairy,Single Bloom,False,False,6,https://pokeres.bastionbot.org/images/pokemon/670.png,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.,,False
671,Florges,Fairy,Garden,False,False,6,https://pokeres.bastionbot.org/images/pokemon/671.png,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.",,False
672,Skiddo,Grass,Mount,False,False,6,https://pokeres.bastionbot.org/images/pokemon/672.png,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.",,False
673,Gogoat,Grass,Mount,False,False,6,https://pokeres.bastionbot.org/images/pokemon/673.png,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,,False
674,Pancham,Fighting,Playful,False,False,6,https://pokeres.bastionbot.org/images/pokemon/674.png,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark.",,False
675,Pangoro,Dark|Fighting,Daunting,False,False,6,https://pokeres.bastionbot.org/images/pokemon/675.png,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies.",,False
676,Furfrou,Normal,Poodle,False,False,6,https://pokeres.bastionbot.org/images/pokemon/676.png,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.,,False
677,Espurr,Psychic,Restraint,False,False,6,https://pokeres.bastionbot.org/images/pokemon/677.png,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.,,False
678,MeowsticFemale,Psychic,Constraint,False,False,6,https://pokeres.bastionbot.org/images/pokemon/678.png,The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.,,False
678,MeowsticMale,Psychic,Constraint,False,False,6,https://pokeres.bastionbot.org/images/pokemon/678.png,The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.,,False
679,Honedge,Ghost|Steel,Sword,False,False,6,https://pokeres.bastionbot.org/images/pokemon/679.png,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.,,False
680,Doublade,Ghost|Steel,Sword,False,False,6,https://pokeres.bastionbot.org/images/pokemon/680.png,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.",,False
681,AegislashBlade Forme,Ghost|Steel,Royal Sword,False,False,6,https://pokeres.bastionbot.org/images/pokemon/681.png,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.",,False
681,AegislashShield Forme,Ghost|Steel,Royal Sword,False,False,6,https://pokeres.bastionbot.org/images/pokemon/681.png,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.",,False
682,Spritzee,Fairy,Perfume,False,False,6,https://pokeres.bastionbot.org/images/pokemon/682.png,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",,False
683,Aromatisse,Fairy,Fragrance,False,False,6,https://pokeres.bastionbot.org/images/pokemon/683.png,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.",,False
684,Swirlix,Fairy,Cotton Candy,False,False,6,https://pokeres.bastionbot.org/images/pokemon/684.png,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.",,False
685,Slurpuff,Fairy,Meringue,False,False,6,https://pokeres.bastionbot.org/images/pokemon/685.png,"Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!",,False
686,Inkay,Dark|Psychic,Revolving,False,False,6,https://pokeres.bastionbot.org/images/pokemon/686.png,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,,False
687,Malamar,Dark|Psychic,Overturning,False,False,6,https://pokeres.bastionbot.org/images/pokemon/687.png,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.",,False
688,Binacle,Water|Rock,Two-Handed,False,False,6,https://pokeres.bastionbot.org/images/pokemon/688.png,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.",,False
689,Barbaracle,Water|Rock,Collective,False,False,6,https://pokeres.bastionbot.org/images/pokemon/689.png,"Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.",,False
690,Skrelp,Water|Poison,Mock Kelp,False,False,6,https://pokeres.bastionbot.org/images/pokemon/690.png,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.",,False
691,Dragalge,Dragon|Poison,Mock Kelp,False,False,6,https://pokeres.bastionbot.org/images/pokemon/691.png,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.",,False
692,Clauncher,Water,Water Gun,False,False,6,https://pokeres.bastionbot.org/images/pokemon/692.png,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.",,False
693,Clawitzer,Water,Howitzer,False,False,6,https://pokeres.bastionbot.org/images/pokemon/693.png,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.",,False
694,Helioptile,Electric|Normal,Generator,False,False,6,https://pokeres.bastionbot.org/images/pokemon/694.png,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement.",,False
695,Heliolisk,Electric|Normal,Generator,False,False,6,https://pokeres.bastionbot.org/images/pokemon/695.png,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.,,False
696,Tyrunt,Dragon|Rock,Royal Heir,False,False,6,https://pokeres.bastionbot.org/images/pokemon/696.png,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild.",,False
697,Tyrantrum,Dragon|Rock,Despot,False,False,6,https://pokeres.bastionbot.org/images/pokemon/697.png,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.",,False
698,Amaura,Ice|Rock,Tundra,False,False,6,https://pokeres.bastionbot.org/images/pokemon/698.png,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.,,False
699,Aurorus,Ice|Rock,Tundra,False,False,6,https://pokeres.bastionbot.org/images/pokemon/699.png,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice.",,False
700,Sylveon,Fairy,Intertwining,False,False,6,https://pokeres.bastionbot.org/images/pokemon/700.png,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,,False
701,Hawlucha,Flying|Fighting,Wrestling,False,False,6,https://pokeres.bastionbot.org/images/pokemon/701.png,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama.",,False
702,Dedenne,Electric|Fairy,Antenna,False,False,6,https://pokeres.bastionbot.org/images/pokemon/702.png,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.",,False
703,Carbink,Fairy|Rock,Jewel,False,False,6,https://pokeres.bastionbot.org/images/pokemon/703.png,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,,False
704,Goomy,Dragon,Soft Tissue,False,False,6,https://pokeres.bastionbot.org/images/pokemon/704.png,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out.",,False
705,Sliggoo,Dragon,Soft Tissue,False,False,6,https://pokeres.bastionbot.org/images/pokemon/705.png,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.",,False
706,Goodra,Dragon,Dragon,False,False,6,https://pokeres.bastionbot.org/images/pokemon/706.png,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime.",,False
707,Klefki,Steel|Fairy,Key Ring,False,False,6,https://pokeres.bastionbot.org/images/pokemon/707.png,These key collectors threaten any attackers by fiercely jingling their keys at them.,,False
708,Phantump,Grass|Ghost,Stump,False,False,6,https://pokeres.bastionbot.org/images/pokemon/708.png,These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.,,False
709,Trevenant,Grass|Ghost,Elder Tree,False,False,6,https://pokeres.bastionbot.org/images/pokemon/709.png,"Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.",,False
710,PumpkabooAverage Size,Grass|Ghost,Pumpkin,False,False,6,https://pokeres.bastionbot.org/images/pokemon/710.png,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.",,False
710,PumpkabooLarge Size,Grass|Ghost,Pumpkin,False,False,6,https://pokeres.bastionbot.org/images/pokemon/710.png,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.",,False
710,PumpkabooSmall Size,Grass|Ghost,Pumpkin,False,False,6,https://pokeres.bastionbot.org/images/pokemon/710.png,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.",,False
710,PumpkabooSuper Size,Grass|Ghost,Pumpkin,False,False,6,https://pokeres.bastionbot.org/images/pokemon/710.png,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.",,False
711,GourgeistAverage Size,Grass|Ghost,Pumpkin,False,False,6,https://pokeres.bastionbot.org/images/pokemon/711.png,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.",,False
711,GourgeistLarge Size,Grass|Ghost,Pumpkin,False,False,6,https://pokeres.bastionbot.org/images/pokemon/711.png,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.",,False
711,GourgeistSmall Size,Grass|Ghost,Pumpkin,False,False,6,https://pokeres.bastionbot.org/images/pokemon/711.png,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.",,False
711,GourgeistSuper Size,Grass|Ghost,Pumpkin,False,False,6,https://pokeres.bastionbot.org/images/pokemon/711.png,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.",,False
712,Bergmite,Ice,Ice Chunk,False,False,6,https://pokeres.bastionbot.org/images/pokemon/712.png,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.",,False
713,Avalugg,Ice,Iceberg,False,False,6,https://pokeres.bastionbot.org/images/pokemon/713.png,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.,,False
714,Noibat,Flying|Dragon,Sound Wave,False,False,6,https://pokeres.bastionbot.org/images/pokemon/714.png,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.",,False
715,Noivern,Flying|Dragon,Sound Wave,False,False,6,https://pokeres.bastionbot.org/images/pokemon/715.png,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,,False
716,Xerneas,Fairy,Life,True,False,6,https://pokeres.bastionbot.org/images/pokemon/716.png,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,,False
717,Yveltal,Flying|Dark,Destruction,True,False,6,https://pokeres.bastionbot.org/images/pokemon/717.png,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.",,False
718,Zygarde10% Forme,Ground|Dragon,Order,True,False,6,https://pokeres.bastionbot.org/images/pokemon/718-complete.png,It’s hypothesized that it’s monitoring those who destroy the ecosystem from deep in the cave where it lives.,,False
718,Zygarde50% Forme,Ground|Dragon,Order,True,False,6,https://pokeres.bastionbot.org/images/pokemon/718-complete.png,It’s hypothesized that it’s monitoring those who destroy the ecosystem from deep in the cave where it lives.,,False
718,ZygardeComplete Forme,Ground|Dragon,Order,True,False,6,https://pokeres.bastionbot.org/images/pokemon/718-complete.png,It’s hypothesized that it’s monitoring those who destroy the ecosystem from deep in the cave where it lives.,,False
719,Diancie,Fairy|Rock,Jewel,False,True,6,https://pokeres.bastionbot.org/images/pokemon/719.png,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",,False
719,DiancieMega Diancie,Fairy|Rock,Jewel,False,True,6,https://pokeres.bastionbot.org/images/pokemon/719.png,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",,False
720,HoopaHoopa Confined,Psychic|Ghost,Mischief,False,True,6,https://pokeres.bastionbot.org/images/pokemon/720-confined.png,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space.",,False
720,HoopaHoopa Unbound,Dark|Psychic,Mischief,False,True,6,https://pokeres.bastionbot.org/images/pokemon/720-confined.png,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space.",,False
721,Volcanion,Fire|Water,Steam,False,True,6,https://pokeres.bastionbot.org/images/pokemon/721.png,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.,,False
722,Rowlet,Flying|Grass,Grass Quill,False,False,7,https://pokeres.bastionbot.org/images/pokemon/722.png,"Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks.",,False
723,Dartrix,Flying|Grass,Blade Quill,False,False,7,https://pokeres.bastionbot.org/images/pokemon/723.png,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.",,False
724,Decidueye,Grass|Ghost,Arrow Quill,False,False,7,https://pokeres.bastionbot.org/images/pokemon/724.png,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.",,False
725,Litten,Fire,Fire Cat,False,False,7,https://pokeres.bastionbot.org/images/pokemon/725.png,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.",,False
726,Torracat,Fire,Fire Cat,False,False,7,https://pokeres.bastionbot.org/images/pokemon/726.png,"It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches.",,False
727,Incineroar,Fire|Dark,Heel,False,False,7,https://pokeres.bastionbot.org/images/pokemon/727.png,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance.",,False
728,Popplio,Water,Sea Lion,False,False,7,https://pokeres.bastionbot.org/images/pokemon/728.png,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker.",,False
729,Brionne,Water,Pop Star,False,False,7,https://pokeres.bastionbot.org/images/pokemon/729.png,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",,False
730,Primarina,Water|Fairy,Soloist,False,False,7,https://pokeres.bastionbot.org/images/pokemon/730.png,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.,,False
731,Pikipek,Flying|Normal,Woodpecker,False,False,7,https://pokeres.bastionbot.org/images/pokemon/731.png,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",,False
732,Trumbeak,Flying|Normal,Bugle Beak,False,False,7,https://pokeres.bastionbot.org/images/pokemon/732.png,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.",,False
733,Toucannon,Flying|Normal,Cannon,False,False,7,https://pokeres.bastionbot.org/images/pokemon/733.png,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.",,False
734,Yungoos,Normal,Loitering,False,False,7,https://pokeres.bastionbot.org/images/pokemon/734.png,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.",,False
735,Gumshoos,Normal,Stakeout,False,False,7,https://pokeres.bastionbot.org/images/pokemon/735.png,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall.",,False
736,Grubbin,Bug,Larva,False,False,7,https://pokeres.bastionbot.org/images/pokemon/736.png,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,,False
737,Charjabug,Electric|Bug,Battery,False,False,7,https://pokeres.bastionbot.org/images/pokemon/737.png,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around.",,False
738,Vikavolt,Electric|Bug,Stag Beetle,False,False,7,https://pokeres.bastionbot.org/images/pokemon/738.png,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.",,False
739,Crabrawler,Fighting,Boxing,False,False,7,https://pokeres.bastionbot.org/images/pokemon/739.png,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.",,False
740,Crabominable,Ice|Fighting,Woolly Crab,False,False,7,https://pokeres.bastionbot.org/images/pokemon/740.png,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.",,False
741,OricorioBaile Style,Fire|Flying,Dancing,False,False,7,https://pokeres.bastionbot.org/images/pokemon/741-baile.png,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",,False
741,OricorioPa'u Style,Flying|Psychic,Dancing,False,False,7,https://pokeres.bastionbot.org/images/pokemon/741-baile.png,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",,False
741,OricorioPom-Pom Style,Flying|Electric,Dancing,False,False,7,https://pokeres.bastionbot.org/images/pokemon/741-baile.png,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",,False
741,OricorioSensu Style,Flying|Ghost,Dancing,False,False,7,https://pokeres.bastionbot.org/images/pokemon/741-baile.png,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",,False
742,Cutiefly,Bug|Fairy,Bee Fly,False,False,7,https://pokeres.bastionbot.org/images/pokemon/742.png,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom.",,False
743,Ribombee,Bug|Fairy,Bee Fly,False,False,7,https://pokeres.bastionbot.org/images/pokemon/743.png,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.",,False
744,Rockruff,Rock,Puppy,False,False,7,https://pokeres.bastionbot.org/images/pokemon/744.png,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,,False
744,RockruffOwn Tempo Rockruff,Rock,Puppy,False,False,7,https://pokeres.bastionbot.org/images/pokemon/744.png,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,,False
745,LycanrocDusk Form,Rock,Wolf,False,False,7,https://pokeres.bastionbot.org/images/pokemon/745-midday.png,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.",,False
745,LycanrocMidday Form,Rock,Wolf,False,False,7,https://pokeres.bastionbot.org/images/pokemon/745-midday.png,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.",,False
745,LycanrocMidnight Form,Rock,Wolf,False,False,7,https://pokeres.bastionbot.org/images/pokemon/745-midday.png,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.",,False
746,WishiwashiSchool Form,Water,Small Fry,False,False,7,https://pokeres.bastionbot.org/images/pokemon/746-solo.png,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.",,False
746,WishiwashiSolo Form,Water,Small Fry,False,False,7,https://pokeres.bastionbot.org/images/pokemon/746-solo.png,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.",,False
747,Mareanie,Water|Poison,Brutal Star,False,False,7,https://pokeres.bastionbot.org/images/pokemon/747.png,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.",,False
748,Toxapex,Water|Poison,Brutal Star,False,False,7,https://pokeres.bastionbot.org/images/pokemon/748.png,"Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.",,False
749,Mudbray,Ground,Donkey,False,False,7,https://pokeres.bastionbot.org/images/pokemon/749.png,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.",,False
750,Mudsdale,Ground,Draft Horse,False,False,7,https://pokeres.bastionbot.org/images/pokemon/750.png,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.",,False
751,Dewpider,Water|Bug,Water Bubble,False,False,7,https://pokeres.bastionbot.org/images/pokemon/751.png,"When two Dewpider meet, they display their water bubbles to each other. Then the one with the smaller bubble gets out of the other’s way.",,False
752,Araquanid,Water|Bug,Water Bubble,False,False,7,https://pokeres.bastionbot.org/images/pokemon/752.png,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.",,False
753,Fomantis,Grass,Sickle Grass,False,False,7,https://pokeres.bastionbot.org/images/pokemon/753.png,"When the sun rises, Fomantis spreads its four leaves and bathes in the sunlight. The tip of its head has a pleasant aroma.",,False
754,Lurantis,Grass,Bloom Sickle,False,False,7,https://pokeres.bastionbot.org/images/pokemon/754.png,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby.",,False
755,Morelull,Grass|Fairy,Illuminating,False,False,7,https://pokeres.bastionbot.org/images/pokemon/755.png,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.",,False
756,Shiinotic,Grass|Fairy,Illuminating,False,False,7,https://pokeres.bastionbot.org/images/pokemon/756.png,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.,,False
757,Salandit,Fire|Poison,Toxic Lizard,False,False,7,https://pokeres.bastionbot.org/images/pokemon/757.png,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.",,False
